Geneid,log2FoldChange,padj
Ccdc170,-0.562859102,0.067655762
Pgm1,0.166403141,0.06765645
Mpp1,0.101296909,0.067814895
Dag1,-0.277200277,0.067825557
Hoxd4,-0.606904304,0.067919667
B3galt6,-0.468135622,0.067919667
Nedd4l,-0.181521945,0.067947167
Gm15785,0.553424041,0.067947167
Apool,0.20712753,0.067955801
Hectd1,-0.402046626,0.067963792
RP23-199B2.8,0.468879139,0.067988743
Gm38372,-0.567356531,0.068018191
Mnt,-0.23102231,0.068087035
Nlrc3,-0.285047526,0.068106835
Myoz1,0.550833864,0.068112569
Ogfr,0.201979623,0.068112569
Pim3,0.199475216,0.068123115
Gcfc2,-0.357372353,0.068142928
Kcnk2,-0.346265204,0.068161206
Trmt2a,0.151003353,0.068161206
Pprc1,-0.215574257,0.068161206
Gm7160,0.253700848,0.068171277
2610002M06Rik,-0.170582018,0.068212092
Zc3hav1l,-0.385192207,0.068326059
Nuggc,0.414128662,0.068337007
Ercc6,-0.34382793,0.068378683
Clcnkb,-0.609370889,0.068378683
Casp8,-0.196683651,0.068401596
3830406C13Rik,0.220391847,0.068563829
E030030I06Rik,-0.306323232,0.068623769
Coa7,-0.333588856,0.068657869
Trp53rkb,0.407158064,0.068841707
Atp1b2,-0.454688602,0.069009741
RP23-370G17.2,0.50461834,0.069098094
Rfc4,0.134550031,0.069293521
Scamp4,-0.568665985,0.069392784
Fgf11,-0.206518381,0.069392784
Fst,-0.672143893,0.069392784
Fam198b,-0.479506283,0.069511611
Zfp317,-0.32441928,0.069511611
Glb1l,-0.333682029,0.069588004
Notch1,-0.420935004,0.069661168
Magea10,0.27100015,0.069801463
1700061G19Rik,0.364128112,0.069834864
Gm12058,-0.579071087,0.069887185
Degs2,0.338424858,0.070013361
Gm12250,-0.476959382,0.070031181
Atp11b,-0.303765088,0.070031506
Zfp410,0.134392483,0.070034088
Lin28b,-0.45509271,0.070052751
Chrac1,0.28169855,0.07005612
Bahd1,-0.180466454,0.070085027
Cenpl,0.13677863,0.070112896
Fpgs,0.200627288,0.070166973
Stx1a,0.226434928,0.070166973
Strc,-0.539524648,0.070237593
Col6a1,0.179262108,0.070301601
Cox15,-0.262444395,0.070301601
Creld1,-0.426206716,0.070357838
Gm6139,0.537556576,0.07036935
Dnpep,0.150018065,0.070475957
Mettl21b,0.450552748,0.070475957
Gm11960,0.563045135,0.070475957
Aph1b,-0.239962993,0.070549175
Gm24888,0.552184628,0.070569381
Atp5j,0.247712483,0.070609632
Fdps,0.254542398,0.070705316
Shbg,0.51017921,0.070726061
Gm12203,-0.577302333,0.07073644
Scarf2,0.165067811,0.070813384
Gap43,0.48041045,0.070813384
Tax1bp1,-0.140372851,0.070900368
BC003965,0.246885799,0.070932172
Ghr,-0.411803905,0.071059403
Hpca,0.673145678,0.071068969
Chkb,0.206774629,0.07111785
Gm15850,0.489916122,0.071144477
Msrb3,-0.238396581,0.071144477
Ints7,-0.238243221,0.071148968
Cd300lf,-0.280521369,0.071148968
Egln2,0.18802248,0.071148968
Dctn5,0.12744417,0.071165201
Gm6404,0.570155958,0.071344106
Gm6771,0.563729417,0.071533145
Sucla2,0.133063959,0.071539173
Gm12464,0.558174454,0.071686323
Col11a1,-0.647395847,0.071686323
Ndnl2,-0.262303212,0.071757571
Mrps18b,0.144009862,0.071783302
Bmp4,-0.705320143,0.071994589
Lca5l,-0.530920144,0.071994589
Gm11425,0.50984843,0.071999761
Dnah6,-0.377688564,0.072050997
Ovgp1,-0.371513324,0.072147666
Vamp3,-0.144456213,0.072147666
Gm3362,0.51697791,0.072277655
Gm14056,0.443848922,0.072277655
BC002059,-0.255185255,0.072337956
Gm12231,0.462486865,0.072417462
Abhd14b,0.225391885,0.072556371
Dbt,-0.233806667,0.07257897
Ninj2,0.50542027,0.072596113
Syf2,0.24452378,0.072683271
Serpinb1b,-0.494247196,0.072727719
Zfp871,-0.536933778,0.072806418
Nubpl,0.182875081,0.072821217
Gm9493,0.415713159,0.072901924
Lcp1,0.382967305,0.073010816
Gm5644,0.538798151,0.073162737
Tmprss5,-0.557570425,0.073165026
Pigc,-0.266319935,0.073186462
Zfp663,-0.545904326,0.073279709
Nlk,-0.146216284,0.0732878
Ankrd40,0.076955339,0.0732878
2500002B13Rik,-0.380841554,0.0732878
Dtwd2,-0.245148573,0.073333451
Firre,-0.410432998,0.073333451
Arf3,0.115369739,0.073337788
Gm4889,-0.403544121,0.073337788
Gm37060,0.507592343,0.073349513
Mmp2,-0.155000788,0.073351188
Mcm7,0.137202037,0.073442679
Apol8,-0.53046167,0.073445377
Plekhf2,-0.177819758,0.07357517
Utp20,0.281221321,0.073659194
9530056K15Rik,-0.580863193,0.07371723
Cdkl2,-0.306259581,0.073787718
Acsl6,-0.177333721,0.073860741
Hdac11,0.160612652,0.073866239
Acox3,-0.179355207,0.07401997
Malt1,-0.276566188,0.074117882
Abcd4,0.136296758,0.074117919
Olfr543,-0.536418675,0.074161339
Depdc1a,-0.210793477,0.074280788
Hsd11b1,-0.431940212,0.074334335
Snap47,-0.130266018,0.074371466
Nrep,-0.67967904,0.074453387
Ncbp2,0.146561045,0.074462416
Arnt,-0.201584746,0.074482172
Gga2,-0.130122594,0.074606705
Ifnb1,-0.506211069,0.074651548
Adm,-0.292817338,0.074742038
Zwint,-0.189922929,0.074768433
Saa3,0.497507368,0.074777294
Mtdh,0.240788702,0.074856428
Mir7-1,0.515842777,0.074884226
C230052I12Rik,0.291503026,0.074884226
Hsd3b7,0.178410549,0.074884226
Gnal,-0.352131703,0.075000476
5830454E08Rik,0.510131015,0.075000476
Klhl11,-0.52389156,0.075033702
Trmt61b,0.335454939,0.075056308
Gm7299,0.53249001,0.075253329
Gm4262,0.268364797,0.075253329
Gm7488,0.40468818,0.075253329
Fntb,0.130097808,0.075262174
Ranbp3l,-0.478267934,0.075277555
Tssc4,-0.568326078,0.075284219
Cdh24,-0.295864719,0.075342477
Ly6e,0.244467644,0.075342477
Rac2,0.521423729,0.07536996
Tmem38a,0.135689869,0.07536996
Tmem129,-0.165804969,0.075488632
Slco2a1,-0.39059126,0.075849269
Sec63,-0.119529663,0.076005587
Adcy3,-0.355167813,0.076039988
Zfp799,-0.530723404,0.076127029
Gm15080,0.522818743,0.07616091
Lztr1,0.119531716,0.076252776
Zfp263,-0.166748978,0.076348226
Zfp759,-0.484944163,0.076427061
Selk,0.283224607,0.076465127
Kpna6,-0.149729998,0.076465127
Cdc42bpg,-0.20955053,0.076515988
Cryzl1,0.194668961,0.076531824
Coro2b,-0.497838255,0.076578098
Dapl1,0.492053609,0.076609386
RP23-170E15.2,0.563574702,0.076638855
Gm5637,0.457462325,0.076638855
Acat3,0.537911986,0.076642511
Fam212b,-0.5452379,0.076643686
Bfar,-0.199903722,0.076666919
Tcaim,-0.14845494,0.076670746
Ttk,-0.195372653,0.076769867
Camkv,0.59530518,0.076769867
Kif26b,-0.620807787,0.077005077
Shroom4,-0.398199854,0.077024515
Nek4,-0.319894515,0.077151403
Spsb1,0.252475373,0.077151403
Gm26549,-0.565832347,0.077163938
Gm13680,0.382971849,0.077413136
A630014C17Rik,0.5608731,0.077442314
Ddx4,-0.540695787,0.077564876
Trem2,0.528159967,0.077642398
Lsm14b,0.068287705,0.077687594
4930539E08Rik,-0.286227425,0.077783269
Kif7,-0.294664886,0.077783269
Exd2,-0.210606602,0.077815182
Kif17,-0.558228474,0.077878173
Slc26a8,-0.457154037,0.077883781
Usp2,-0.21696848,0.077940949
Hsdl1,-0.099108861,0.077991054
Pus10,-0.244361238,0.078071981
Rpl13-ps5,-0.563926355,0.078110699
Vprbp,-0.272977013,0.078161427
Itgam,0.502109047,0.078368199
Acyp2,0.403657641,0.078535222
Cyp26c1,-0.41663251,0.078587276
Cbfb,-0.159625653,0.078601737
Mad2l1,0.10343102,0.078611623
Elane,-0.560888467,0.078763253
RP23-228F6.9,0.531935344,0.078763253
Cipc,-0.173702756,0.078816777
Lox,-0.650547358,0.078816777
Stx17,-0.136086938,0.078865492
Tcf19,0.187342759,0.078917284
Ccl8,0.451874827,0.078925582
Snord88c,0.565570557,0.078944818
Gm37696,0.53698118,0.079026064
Reep1,-0.565604901,0.079026064
Mphosph10,0.150068609,0.079070405
Tmcc3,-0.205596103,0.079087456
Fbln5,-0.648976819,0.079087456
Fut11,-0.254841214,0.079093798
Rcor3,-0.304443161,0.079133849
Ralbp1,0.186626402,0.079137746
Gnpnat1,0.162680435,0.079233193
RP23-23C4.4,-0.550140461,0.079296245
Poc5,-0.119302226,0.079452437
Gm12969,0.462382711,0.079459782
Gm14453,0.41698699,0.079555483
RP24-352B14.2,0.507716371,0.079555483
Gm26559,0.434104921,0.079593496
Ppfibp1,-0.302574348,0.079627767
Gm11605,0.533408577,0.079684786
St13,0.152288131,0.079796763
Fam19a3,-0.47968698,0.079806673
Clca2,-0.547072198,0.079839008
Lgals7,0.548015557,0.079839008
Lbp,-0.489300555,0.079866128
Gm20604,-0.457739519,0.07994281
Gm26964,-0.419787223,0.079963249
Ankfy1,-0.278220679,0.079963249
Scfd1,-0.133110003,0.079963249
Tnpo1,-0.264946349,0.079963249
Ermap,-0.501849078,0.079963249
Zfyve21,0.17620103,0.080000912
Oard1,0.215819278,0.080014697
Gm13487,0.406063528,0.080014697
Gm807,-0.351048922,0.080035345
Mvd,0.205986477,0.080075169
Fgd4,-0.531069198,0.080134461
Smim12,0.262317801,0.080267413
Chrnd,-0.239691872,0.080309974
Tomm40l,0.143351481,0.080393659
Col13a1,-0.436441804,0.080593095
RP23-363M4.1,0.538618252,0.080750094
Cbx1,0.153277718,0.080847821
Tmem177,-0.345526162,0.080889779
Cep44,-0.153711521,0.080889779
Cacna1g,-0.615065073,0.080915403
Maats1,0.287651063,0.08091661
Btrc,-0.116981087,0.081174634
Gm37144,-0.559675295,0.0811812
RP23-354E8.1,-0.527943742,0.081230054
Slc35g1,-0.276848351,0.081232632
Nifk,0.165423991,0.081301795
Plb1,0.482921977,0.081333123
Lipt2,-0.409541513,0.081511779
Tomm70a,-0.129512424,0.081561647
Magi1,-0.139933682,0.081701517
Car5a,0.516045841,0.08171681
Nostrin,-0.318136802,0.081728021
Gm8210,0.560510203,0.081896756
Wnt11,0.448290239,0.081932255
Ptgr1,0.194530897,0.081936829
1700096K18Rik,0.377424403,0.08200315
Rnpc3,0.212857149,0.082149667
1500012F01Rik,0.34681695,0.082153732
Snora41,0.547866504,0.082304191
Crot,-0.21128497,0.082304191
RP23-454A14.10,-0.552243754,0.082324016
Gphn,-0.203855804,0.082335772
Taf12,0.193290311,0.082418571
Ube4bos3,-0.536567922,0.082480154
Rnf20,-0.183707048,0.082598822
3110056K07Rik,0.388112206,0.082639089
Vps37c,-0.144334793,0.082639089
Gm4987,0.541474864,0.082654917
Gm11643,0.520038648,0.082693997
Dapp1,-0.154310576,0.082693997
Pom121,-0.347159478,0.082738943
Gm5262,0.588884649,0.082766236
Dph6,0.162624158,0.082831606
Eya2,-0.471354654,0.082854891
Gm26956,0.462172306,0.08293554
Gm25360,-0.751613688,0.082980668
Gnao1,-0.318665778,0.083017064
Gm15536,0.459672569,0.083105382
Pcbp1,0.068726962,0.083105382
Mre11a,-0.107412003,0.08312346
Peg3,-0.62783676,0.083190784
Gm14104,-0.531254156,0.083208217
Mfsd11,-0.122278749,0.083246979
Pde1a,-0.363195388,0.083260958
Col17a1,0.503400833,0.083430502
Znrf1,0.206275985,0.083430502
Cep68,-0.158976231,0.083455934
Gm8494,0.507348175,0.083539876
Gm10516,-0.500402155,0.083661076
Stk10,-0.271721932,0.083702723
BC055324,-0.18396489,0.083714956
Ston1,-0.480092292,0.083797026
Rbpms,0.504781215,0.083814791
Lcat,-0.531081755,0.083842122
Gm7069,0.529819648,0.083848793
Gm26812,0.495741633,0.083851845
A330015K06Rik,-0.503166059,0.083915021
Trmt10b,0.221053143,0.083979187
Gm25363,-0.447034179,0.083989717
Morn1,0.331057602,0.084015935
4933439C10Rik,0.386800057,0.08406385
Celf4,0.279759997,0.084336224
Wdr53,-0.330763551,0.084407487
Arl10,-0.257927407,0.084690037
Naip6,-0.374564031,0.084933489
Pvrl3,-0.138871357,0.084938104
Aktip,-0.106048273,0.084999007
Phf12,-0.162785334,0.085052714
Clcn5,-0.316449156,0.085057862
Gm10653,0.536121508,0.085086274
Hist1h2bn,0.540047749,0.08514044
Armcx1,-0.204381593,0.085182272
RP23-186B18.8,-0.446838716,0.085216745
Rnasek,0.514486937,0.085286425
Tcerg1,0.138293795,0.08540784
Nbl1,0.349110576,0.085431518
Pcdh1,0.200392863,0.085517961
Gpr182,-0.457726229,0.085548657
Gm2415,0.420164435,0.085583704
AA474331,-0.21232618,0.085663815
Gm7278,-0.482180529,0.085667277
Pus7,0.20303129,0.085699029
Zfp622,0.204754797,0.085719031
Armc2,-0.446058661,0.08573668
Ndor1,-0.201410399,0.085744537
Gm11772,0.436681302,0.085746493
Sult5a1,0.525987206,0.08575152
Gm12929,0.478238462,0.085755147
Col9a1,-0.323375385,0.08583113
Btbd8,-0.470431968,0.085848247
Ppil3,0.218479657,0.085869582
F830016B08Rik,-0.508955026,0.085913395
Baz1a,-0.192737686,0.086027545
Rassf7,-0.204148805,0.086076494
Gspt1,-0.173542802,0.08615057
Ring1,0.169339707,0.08615057
Scnm1,0.258914056,0.086330299
Fuca2,0.098829699,0.086348713
Crkl,-0.366866,0.086348713
Ivns1abp,-0.176203542,0.086439528
Morn2,0.497624006,0.086487625
Gm10130,-0.467356785,0.086487625
Mir7025,0.590546613,0.086671544
Olfr920,-0.564071694,0.086688946
Calu,-0.141386282,0.086701498
Wbp1l,-0.150879298,0.086840079
Mfsd7a,0.369702017,0.086840079
Nmral1,0.226930927,0.086941133
Rbm18,0.11766319,0.086958315
Ppp1r13b,-0.555741259,0.08705971
Smg1,-0.452527869,0.087135856
Gpr141,-0.325436366,0.08719156
Clec1b,-0.543792991,0.08721292
Cblb,-0.238045142,0.087261126
1700102P08Rik,-0.513623123,0.087285798
Zfp526,-0.466833952,0.087325516
Rbm43,-0.159221848,0.087352747
Elp3,0.080632637,0.087438511
Gm26677,-0.455803662,0.087475254
Yif1a,0.203374452,0.087545458
Tada3,0.136570412,0.087545458
Vps33b,-0.249653777,0.087581669
Ezh1,-0.1205511,0.087595974
Fbxo9,-0.154625283,0.087756667
Gm15908,-0.385270656,0.087800376
Syt2,-0.431469198,0.087820847
Trim43b,-0.530508647,0.087820847
Cbx5,-0.248044769,0.087838581
Irs2,-0.44274098,0.087838581
Asic4,-0.495681346,0.087862136
Gm27326,0.513402278,0.087862136
Ankrd33b,0.194731556,0.087865829
Gm28933,-0.462952152,0.088032822
Zkscan8,-0.377565994,0.088032822
Gm8242,0.592113417,0.088032822
Cdadc1,0.199014963,0.088136352
Gm21698,-0.524543865,0.088425967
Rapgef4os1,-0.540076991,0.088476201
Adgrg3,0.261846902,0.088480015
Epc1,-0.177546239,0.088523281
Ahcyl2,-0.287419606,0.088531396
Jade3,-0.276063972,0.088551825
Hes2,-0.50901423,0.088562273
Tbx21,-0.519452493,0.088586464
Cnnm1,-0.544268139,0.088595836
Arhgap33,0.289293324,0.088595836
Gm21738,0.556353621,0.088608802
Gm37009,0.506356417,0.088686759
Atxn2,-0.241608216,0.088686759
Limk1,-0.153106935,0.088696004
Pydc4,-0.508916341,0.088743963
1810012K08Rik,-0.507487191,0.088794717
Fbln2,0.18658852,0.088813122
Rhbdl1,-0.452692235,0.088882795
Rapsn,-0.61948053,0.088901074
Ap3s2,0.087796492,0.089136638
Gm37592,-0.488554069,0.089228713
Antxr2,-0.228839474,0.089228713
Zfp329,-0.379598372,0.08927611
Qrich2,-0.534503303,0.089582944
Gm17354,-0.34648466,0.089582944
Traf3ip2,-0.168487526,0.089632487
Ggcx,-0.23087067,0.089632487
B4galnt4,-0.547100359,0.089632487
Ypel2,-0.26543375,0.08965294
Gm17203,-0.420400254,0.08965294
Plscr4,-0.22807373,0.089683079
Mtx2,0.137331838,0.089746147
Trpc4ap,0.08357454,0.089768959
Gm13647,-0.442239249,0.0898362
Basp1,-0.492645316,0.089854918
Cat,-0.2090368,0.089854918
Atrip,0.475165787,0.089856566
Gm37421,0.524890366,0.089890663
Cyp27a1,0.178994734,0.089911108
Slc35e2,-0.180413624,0.089941476
9330159M07Rik,0.24537842,0.09003083
Lrrc15,-0.217941904,0.090118446
Cubn,-0.398197022,0.090176374
Ypel4,-0.319109153,0.0902212
Tacc2,-0.144753426,0.090326056
Bco2,-0.266676379,0.090373664
Foxo3,-0.280995439,0.090487725
Tmem81,-0.19996507,0.090547414
Pdcd7,-0.134493985,0.090566332
Rnf41,0.091447461,0.090620359
Gm4812,0.574642541,0.090620359
Gm6430,0.463815189,0.090655141
Hmgxb3,-0.346327418,0.090703282
Cr1l,0.097508848,0.090756739
Zfp174,-0.354685052,0.09076232
Rbm15,-0.277418676,0.09076232
Adam12,-0.622943704,0.090768156
Rps8-ps1,0.509668357,0.090796704
Gm13328,0.534972626,0.090802643
Tmem203,0.292248714,0.090802643
Gm9774,0.446937126,0.090826402
Pecam1,-0.377444629,0.090840515
Mat2a,-0.416415999,0.090840515
Tmem199,-0.198838113,0.090871857
Ltv1,0.129665914,0.09088223
Krr1,-0.152247486,0.0909118
Wfikkn1,-0.522878534,0.091045746
Gm20109,0.497969081,0.091106158
Kcnn1,-0.26132233,0.091223244
Foxn3,-0.281183343,0.091318024
Tmbim1,-0.087977234,0.09133289
Gm15127,0.499112249,0.09133289
4930556M19Rik,-0.458429198,0.091407972
Ephb3,-0.303808881,0.091438234
Gys1,0.097716946,0.091458023
Pdzrn4,-0.512129163,0.091571127
Gm10471,-0.539250261,0.091587774
Vaultrc5,0.440135816,0.091605246
Atg7,0.148392429,0.091645197
Ptbp2,-0.196491685,0.091742051
Wnk4,-0.166361935,0.091883449
Thbs1,-0.620734578,0.091894852
Ergic1,0.085665503,0.092016474
Gm8722,0.51869892,0.092023509
Ociad2,0.364103249,0.092033343
Fam169b,0.495578365,0.092033343
A630052C17Rik,-0.314074721,0.092100251
Gm26779,-0.479545277,0.092100251
Gtpbp2,0.171463794,0.092145394
Gm25291,0.450523597,0.092183262
4930565N06Rik,-0.519624551,0.092370139
Gm12174,0.315372306,0.092600104
Lrrc29,-0.407571849,0.092600104
Rnf114,0.104610122,0.092830499
E2f2,-0.114501826,0.092910946
Med7,0.150516582,0.093207017
9330136K24Rik,-0.304635368,0.093520817
Card9,-0.49679551,0.093531342
Nrg2,0.146914418,0.093675635
Extl1,0.305720693,0.093759337
Ints2,-0.255930384,0.093791322
Tbx4,-0.233316784,0.093837382
Dmbx1,-0.506123488,0.093949686
Mcm9,-0.22569501,0.094098127
A330035P11Rik,-0.480913517,0.094098127
Tyw3,-0.38751252,0.094098127
Rasip1,-0.484417731,0.094098127
Rfng,0.138975472,0.094151469
Tmpo,-0.159985134,0.094189973
Phc3,-0.37504497,0.094189973
1700105P06Rik,0.433845973,0.094258315
Alkbh7,0.307142648,0.094388795
Galc,-0.192094437,0.094398392
Zbtb45,-0.343620797,0.094464567
Esyt3,-0.400502005,0.094510582
Gm6444,0.554333911,0.094563985
Oxnad1,-0.16058098,0.094647914
Gm37850,0.504212516,0.094661141
Atl1,-0.28374574,0.09467441
Gm12751,0.492747074,0.094757748
Abcb10,0.203384802,0.094868691
Kcnd1,-0.299698535,0.09496927
Gm15869,-0.522795991,0.095059397
Amz1,-0.487547163,0.095178764
Wdr93,0.492753414,0.095207618
Mocs1,0.145792114,0.095303224
6430573P05Rik,-0.433290014,0.095303224
Prmt2,0.085725313,0.095427024
Trp53bp2,-0.219982805,0.095511098
Nes,0.131477304,0.095511098
Ric8,0.113930943,0.095553278
Gm8034,0.504972177,0.095555756
Fhl3,-0.292756692,0.095598141
Col2a1,-0.280592727,0.095684527
Gm5525,0.413108892,0.095687432
Ubqln2,-0.21215841,0.095730583
Apoh,-0.516916665,0.095731807
Rtkn,-0.210206431,0.095736487
Nrros,-0.447912078,0.095749613
Gm15696,-0.521032,0.095888923
AI480526,-0.507483543,0.096113337
Rprd1a,-0.226545287,0.096166546
Gm15091,-0.33265458,0.096167917
1700058P15Rik,-0.450968952,0.096332808
Fbxo30,-0.21566402,0.096349945
Shisa8,-0.516472558,0.096376595
Ralgapa1,-0.338384949,0.096403944
Cog7,-0.149721345,0.096428777
3110062G12Rik,-0.456445127,0.096562465
Tnni3,-0.429302075,0.096562465
Coasy,0.151778284,0.096584918
Crebbp,-0.290845234,0.096584918
Ppp1r35,0.30881614,0.096656988
Wrap53,0.188573853,0.096836438
Phf8,-0.297304566,0.096990385
Usp46,-0.140682954,0.097085399
Acsl3,-0.149805665,0.097187247
Tbc1d31,0.167785658,0.097187247
Spice1,-0.178896316,0.097187247
Cetn4,0.400174153,0.097187247
Pddc1,0.219193485,0.097194756
Kctd5,0.080770116,0.097214823
Tial1,0.123295807,0.097241058
Gm10080,0.529344503,0.097344765
1810055G02Rik,-0.151234543,0.097346843
Lppr2,0.11612425,0.097346843
Gm11400,-0.356715422,0.097390116
3-Sep,0.471760065,0.097435844
Hoxb13,0.240816248,0.097481408
Vars2,0.09240438,0.097627515
RP23-276J7.2,0.188713048,0.097665137
Ptpn23,-0.211167128,0.097674456
Ehd1,0.121619112,0.097683257
Tmem230,0.121348783,0.097683257
4930405A21Rik,0.4833733,0.097792132
Cobll1,-0.30583477,0.097857978
Skp1a,0.230139989,0.097881254
Gm11843,-0.539690547,0.097912381
Orc4,-0.108816025,0.097937661
Arhgef15,0.47319023,0.098020901
Mblac1,-0.499817722,0.098070307
RP23-45G4.3,-0.477257334,0.098084378
Liph,-0.198762869,0.098111774
Gm25939,-0.638103689,0.09815442
Fanci,-0.337728676,0.098257151
Senp1,-0.196380217,0.09830762
Bub1b,-0.184916334,0.098309203
Gm27209,-0.520243226,0.09835026
Nedd4,-0.294121946,0.098606697
Gm13296,0.546776295,0.098679249
Gm4968,0.530227866,0.098736296
Mroh6,-0.512251954,0.09874865
Sgtb,-0.268456704,0.098802479
Paupar,-0.475940408,0.098802479
Zfp775,0.12788827,0.098999449
Cd74,0.461574842,0.099111658
Tti1,-0.235490421,0.099111658
Sirt3,0.165278577,0.099111658
Smc6,0.119674856,0.099162306
Tfpi,0.097019799,0.099178949
Trim36,-0.371256106,0.099277185
Tstd2,-0.331353748,0.099277185
Pcdhgb8,-0.502590499,0.099279256
Slc17a7,-0.213520623,0.099308371
Zfp692,0.233976814,0.099432589
Aloxe3,-0.430034944,0.099516162
Timp2,0.097842663,0.099516162
RP24-404P10.6,-0.518227876,0.099554349
Wdr24,-0.135906055,0.099605874
Bms1,0.113164189,0.099861652
C230035I16Rik,-0.515637913,0.099886581
Fam117a,-0.409485412,0.099898516
RP23-132D7.2,-0.452636183,0.099898516
Smkr-ps,-0.499224075,0.099898516
Ublcp1,-0.154907111,0.099965468
2210404O09Rik,-0.249502477,0.100003976
AC117623.1,0.464994716,0.100038825
Gm15432,0.495256754,0.100038825
Anxa9,0.309501106,0.100098936
Eif4a2,0.144527896,0.100120092
Tmem191c,0.425979442,0.100126106
Ncoa4,-0.373719239,0.100126182
Clpx,-0.102250618,0.100126182
Lgi4,-0.466150288,0.100379991
Prr18,-0.491580915,0.100468398
Rps12-ps5,-0.473469934,0.100475927
Top3a,-0.106112001,0.100503029
Arhgef10,-0.395792936,0.100517751
Hist1h4b,0.473148906,0.100522426
Gm13663,-0.398979329,0.100573553
Rhobtb3,-0.266149669,0.100591895
Cad,0.23457738,0.100591895
Thbs2,-0.232555748,0.100632452
Mast3,-0.180504549,0.100632452
Gm10268,0.545364297,0.100954727
Gm12905,-0.503402659,0.100954727
Zfp593,0.423325071,0.100954727
Prkg2,0.274476589,0.100954727
Tpra1,0.18683807,0.100954727
Chmp7,0.066892531,0.101064965
Arhgef19,-0.119305122,0.101228682
Gm13803,-0.523210889,0.101231227
Hsd17b14,0.333131362,0.101310287
Agtrap,0.132503555,0.101395428
Gm26688,0.516830803,0.101467053
2410022M11Rik,0.379551374,0.101467053
Susd6,-0.259759092,0.10146971
Slfn10-ps,-0.353547943,0.101612121
Gm9120,0.490317452,0.101675585
Nfix,-0.165394604,0.101690998
Sbk3,-0.503331897,0.101708956
Mrpl23-ps1,0.471992965,0.101722649
Gigyf1,-0.312517821,0.101872779
Pdgfb,-0.614033954,0.101965552
Rbm26,-0.240713193,0.10215921
Mppe1,-0.225927888,0.102222469
4930412C18Rik,-0.512205653,0.102226915
Rngtt,-0.190953805,0.10227145
Galnt10,-0.591806633,0.102295584
Casp4,-0.136084705,0.102295584
Mtmr3,-0.200211598,0.102319678
Gm38329,0.543946358,0.102321164
Kank4os,0.297324811,0.102340498
Gm12359,-0.500514472,0.102449092
Irs3,-0.402540794,0.102455618
Prkag2os2,-0.502717187,0.1024776
Gm15337,-0.497915458,0.102754272
Tbc1d20,0.140660109,0.102814546
RP23-7M16.1,-0.525773406,0.102985486
Csde1,0.111883073,0.103076712
Tnfaip8l2,-0.457993911,0.103082792
Zfp729a,-0.314859664,0.103115709
Ipo11,-0.220833744,0.103133779
Stamos,0.507493316,0.103141733
Trf,0.493246725,0.103231397
Ncapg2,-0.325184766,0.103314985
Gm2822,-0.448694362,0.103371816
Gm14292,0.263643024,0.103468333
D730003I15Rik,0.3310659,0.103617532
Mrs2,-0.134177932,0.103693492
Klhl22,-0.136114254,0.103693492
Nusap1,0.110819784,0.10371805
Khnyn,-0.390182445,0.103722158
Wdr59,-0.192946916,0.103722158
Gm36527,0.345448097,0.10374922
Rab22a,-0.106330344,0.103849017
Tspan33,0.291617273,0.103899644
Klhl15,-0.193057454,0.103899644
Mesdc2,0.114455505,0.103955018
Rps2-ps11,0.491721492,0.103955018
Gale,0.238768352,0.104069819
